[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_085638_Davidson_Codie_pirhanaSelfSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
486,9235,0.009235,[0]
487,9360,0.00936,[1]
488,9342,0.009342,[0]
489,8951,0.008951,[1]
490,8937,0.008937,[0]
491,9060,0.00906,[1]
492,9109,0.009109,[0]
493,9067,0.009067,[1]
494,9864,0.009864,[0]
495,10232,0.010232,[1]
496,10312,0.010312,[0]
497,10576,0.010576,[1]
498,10517,0.010517,[0]
499,10253,0.010253,[1]
500,9997,0.009997,[0]
501,9862,0.009862,[1]
502,10289,0.010289,[0]
503,10181,0.010181,[1]
504,10304,0.010304,[0]
505,11085,0.011085,[1]
506,11594,0.011594,[0]
507,11839,0.011839,[1]
508,12079,0.012079,[0]
509,12009,0.012009,[1]
510,11858,0.011858,[0]
511,11429,0.011429,[1]
512,11164,0.011164,[0]
513,11183,0.011183,[1]
514,11186,0.011186,[0]
515,11341,0.011341,[1]
516,11729,0.011729,[0]
517,11806,0.011806,[1]
518,11210,0.01121,[0]
519,10976,0.010976,[1]
520,10671,0.010671,[0]
521,10376,0.010376,[1]
522,10143,0.010143,[0]
523,9999,0.009999,[1]
524,9735,0.009735,[0]
525,9601,0.009601,[1]
526,9508,0.009508,[0]
527,9697,0.009697,[1]
528,9667,0.009667,[0]
529,9334,0.009334,[1]
530,9225,0.009225,[0]
531,9163,0.009163,[1]
532,9274,0.009274,[0]
533,8979,0.008979,[1]
534,8944,0.008944,[0]
535,8869,0.008869,[1]
536,8624,0.008624,[0]
537,8548,0.008548,[1]
538,8638,0.008638,[0]
539,8532,0.008532,[1]
540,8535,0.008535,[0]
541,8542,0.008542,[1]
542,8589,0.008589,[0]
543,8603,0.008603,[1]
544,8503,0.008503,[0]
545,8527,0.008527,[1]
546,8639,0.008639,[0]
547,8460,0.00846,[1]
548,8257,0.008257,[0]
549,8303,0.008303,[1]
550,8387,0.008387,[0]
551,8476,0.008476,[1]
552,8496,0.008496,[0]
553,8600,0.0086,[1]
554,8557,0.008557,[0]
555,8473,0.008473,[1]
556,8586,0.008586,[0]
557,8452,0.008452,[1]
558,8362,0.008362,[0]
559,8589,0.008589,[1]
560,8894,0.008894,[0]
561,9156,0.009156,[1]
562,9289,0.009289,[0]
563,9664,0.009664,[1]
564,9639,0.009639,[0]
565,9978,0.009978,[1]
566,10098,0.010098,[0]
567,9872,0.009872,[1]
568,9758,0.009758,[0]
569,9664,0.009664,[1]
570,9544,0.009544,[0]
571,9861,0.009861,[1]
572,10173,0.010173,[0]
573,10533,0.010533,[1]
574,10686,0.010686,[0]
575,11171,0.011171,[1]
