[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Long,Merle,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_092751_Long_Merle_205PaddleMaxSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
621,7871,0.007871,[1]
622,8036,0.008036,[0]
623,8113,0.008113,[1]
624,8163,0.008163,[0]
625,8117,0.008117,[1]
626,7998,0.007998,[0]
627,7892,0.007892,[1]
628,7790,0.00779,[0]
629,7590,0.00759,[1]
630,7521,0.007521,[0]
631,7512,0.007512,[1]
632,7801,0.007801,[0]
633,8026,0.008026,[1]
634,8084,0.008084,[0]
635,8499,0.008499,[1]
636,8661,0.008661,[0]
637,8541,0.008541,[1]
638,8638,0.008638,[0]
639,8807,0.008807,[1]
640,8697,0.008697,[0]
641,8608,0.008608,[1]
642,8940,0.00894,[0]
643,9002,0.009002,[1]
644,8853,0.008853,[0]
645,9093,0.009093,[1]
646,9364,0.009364,[0]
647,9523,0.009523,[1]
648,9505,0.009505,[0]
649,9513,0.009513,[1]
650,9368,0.009368,[0]
651,9086,0.009086,[1]
652,9125,0.009125,[0]
653,9112,0.009112,[1]
654,8881,0.008881,[0]
655,8701,0.008701,[1]
656,8561,0.008561,[0]
657,8487,0.008487,[1]
658,8401,0.008401,[0]
659,8180,0.00818,[1]
660,8038,0.008038,[0]
661,7947,0.007947,[1]
662,7898,0.007898,[0]
663,7859,0.007859,[1]
664,7747,0.007747,[0]
665,7708,0.007708,[1]
666,7664,0.007664,[0]
667,7634,0.007634,[1]
668,7604,0.007604,[0]
669,7508,0.007508,[1]
670,7567,0.007567,[0]
671,7667,0.007667,[1]
672,7757,0.007757,[0]
673,7909,0.007909,[1]
674,7849,0.007849,[0]
675,7840,0.00784,[1]
676,7833,0.007833,[0]
677,7817,0.007817,[1]
678,7806,0.007806,[0]
679,7797,0.007797,[1]
680,8002,0.008002,[0]
681,8008,0.008008,[1]
682,8048,0.008048,[0]
683,8145,0.008145,[1]
684,8335,0.008335,[0]
685,8302,0.008302,[1]
686,8400,0.0084,[0]
687,8577,0.008577,[1]
688,8693,0.008693,[0]
689,8693,0.008693,[1]
690,8924,0.008924,[0]
691,9291,0.009291,[1]
692,9394,0.009394,[0]
693,9552,0.009552,[1]
694,9602,0.009602,[0]
695,9641,0.009641,[1]
696,9505,0.009505,[0]
697,9506,0.009506,[1]
698,9650,0.00965,[0]
699,9663,0.009663,[1]
700,9647,0.009647,[0]
701,9522,0.009522,[1]
702,9474,0.009474,[0]
703,9370,0.00937,[1]
704,9227,0.009227,[0]
705,9160,0.00916,[1]
706,9036,0.009036,[0]
707,8880,0.00888,[1]
708,8773,0.008773,[0]
709,8621,0.008621,[1]
710,8527,0.008527,[0]
711,8448,0.008448,[1]
712,8392,0.008392,[0]
713,8327,0.008327,[1]
714,8201,0.008201,[0]
715,8125,0.008125,[1]
716,8033,0.008033,[0]
717,8003,0.008003,[1]
718,8001,0.008001,[0]
719,7905,0.007905,[1]
720,7779,0.007779,[0]
721,7660,0.00766,[1]
722,7691,0.007691,[0]
723,7836,0.007836,[1]
724,7737,0.007737,[0]
725,7816,0.007816,[1]
726,8004,0.008004,[0]
727,7968,0.007968,[1]
728,7865,0.007865,[0]
729,7786,0.007786,[1]
730,7863,0.007863,[0]
731,7823,0.007823,[1]
732,7750,0.00775,[0]
733,7938,0.007938,[1]
734,7934,0.007934,[0]
735,8201,0.008201,[1]
736,8231,0.008231,[0]
737,8932,0.008932,[1]
738,10053,0.010053,[0]
739,9748,0.009748,[1]
740,9507,0.009507,[0]
741,9174,0.009174,[1]
742,8936,0.008936,[0]
743,8874,0.008874,[1]
744,8768,0.008768,[0]
745,8777,0.008777,[1]
746,8784,0.008784,[0]
747,8868,0.008868,[1]
